vendor_normalized,sum_effective_value
MDOS CONSULTING INVA CORPORATION KOZA TECHNOLOGY CONSULTING IN JOIN,177975
SOLOWAY WRIGHT LLP,113000
KABOOM COMMUNICATION DESIGN,64349.04
ALTIS HUMAN RESOURCES,45570.075
BELL CANADA,10465.81
