vendor_normalized,sum_effective_value
DELOITTE AND TOUCHE,3723340.45
COUGHLIN & ASSOCIATES IN TRUST FOR CCA,3415714.79
THE CANADIAN COALITION OF INDEPENDENT MEDIA ARTS DISTRIBUTORS CCIMAD,830000
IDS SYSTEMS,592481.7
LEVERAGETEK IT SOLUTIONS,556571.5
ATMOSPHERE COMMUNICATIONS,455032.72
EDWARD J CUHACI ASSOCIATES ARCHITECTS,411511.84
GEORGE HEINL & CO,350000
CHRISTOPHER IRA MCKAY ART RESTORATION,343225.05
ROBERT HALF TECHNOLOGY,334636.25
FRANCINE LALONDE D ENTREMONT,331785.26
NATIONAL GALLERY OF CANADA,304500
JAM3,290240
DHPR COMMUNICATIONS,282404.16
RECEIVER GENERAL FOR CANADA PCH,276087.896666668
BV02,270973.76
THE J W MCCONNELL FAMILY FOUNDATION,236250
R D MCALPINE ASSOCIATES,235376
REALDECOY,229437.6
SELFCONSCIOUS THEATRE,220000
NEWFOUND RECRUITING,219312.010000001
SUSAN DITTA,216968.79
HILL STRATEGIES RESEARCH,210000
MEDIAMISER,190298.21
KPMG,181845.5
PROACTIVE INFORMATION SERVICES,175921.05
MERCER,175561
BBG MANAGEMENT CORP,172480
DELL COMPUTER CORPORATION,168414
DOUGLAS CARDINAL ARCHITECT,166666.66666667
DAPASOFT,157443.75
AON HEWITT,155715.585
JACQUELINE O BOMSAWIN,154430.43
NORDICITY GROUP,151386.19
THE ROYAL ARCHITECTURAL INSTITUTE OF CANADA FOUNDATION,150000
POETRY IN VOICE,150000
ODGERS BERNDTSON OTTAWA,138288.41
A?TUDE A?CONOMIQUE CONSEIL,129000
ROY MACSKIMMING,126302.04
COMTRA,125627.2
CANADIAN MUSIC CENTRE,123185.84
INFOMART A DIVISION OF POSTMEDIA NETWORK,123022
OTTAWA CONVENTION CENTRE CORPORATION,122761.35
NOVA NETWORKS,119832.47
PRICEWATERHOUSE COOPERS,116578
D ART,114880.05
RANDSTAD,114450
CLAUDIA BUCKLEY,113526.43
ESTUARIES LEARNING CONSULTING GROUP,112500
EKOS RESEARCH ASSOCIATES,112427
JOAN BOSWORTH,111741.73
UNESCO,111368
BUSINESS FOR THE ARTS,110000.000000001
RH BELVEDERE HR,108000
VERSACOM,107718.41
INFOREX,107240.35
VANCOUVER ORGANIZING COMMITTEE FOR THE 2010 OLYMPIC AND PARALYMPIC WINTER GAMES,107000.000000001
MORNEAU SHEPELL,102385.1
TWIST IMAGE,101801.21
GROUPE INTERSOL GROUP FRANK VAN GOOL,99000
WOLF BROWN,97666.666666667
BESC OTTAWA,97432.66
WILD CARDS ADVERTISING,96978.66
BORDEN LADNER GERVAIS LLP,93945.76
DAVID BERMAN DEVELOPMENTS,93679.5
INTERNATIONAL SOCIETY FOR THE PERFORMING ARTS ISPA,93480.380000001
DIANE CHAPERON-LOR,92528.3
WESTERN INFORMATION MANAGEMENT,85860
CREATIVE FORCE COMMUNICATIONS,85662.52
COMMUNICATIONS MDR,85478.32
SOPHIE-ISABELLE LESAGE,85199.94
QUARTIER A?PHA C MA?RE CENTRE D ARTS VISUELS,83100
TRIBECA STUDIO PROGRAM,82196.65
THE HILLBROOKE GROUP,81246.52
ATLANTIC PRESENTERS ASSOCIATION,80000
NATIONAL ARTS CENTRE,79333.333333334
LISE DUBOIS,78745.62
FORMAN & ASSOCIA C S,77224
FRANCE TRA C PANIER,75568.67
ART GALLERY OF VICTORIA,75000
GAGNA C LECLERC GROUPE CONSEIL,74798.98
MCS MOVE COORDINATION SERVICES,74536
MONTREAL CHAMBER MUSIC FESTIVAL,72500
MAPLESOFT CONSULTING,72254.01
ERNST & YOUNG,70181
PORCH LIGHT CONSULTING,69748.63
FOR THE RECORD PRODUCTIONS,69106
FAVEQUEST,69000
RACHAEL VAN FOSSEN,68897.65
SHEPELL FGI A DIVISION OF HRCO,68560.61
MIREILLE BERTRAND,68196.24
MANITOBA MUSIC INDUSTRY ASSOCIATION,66500.000000001
HEDGEHOG DEVELOPMENT,65151.63
M BURGESS CONSULTANTS,63525.83
KERRSMITH DESIGN,62533.94
THE WINNIPEG ART GALLERY,60000
DELTA MEDIA,58503.78
PROSEBUSTERS COMMUNICATIONS,57820
ROBYN JEFFREY WRITING & EDITING SERVICES,57016.8
CLIC HULL 326-1620 CAN,56772.549999999
