vendor_normalized,sum_effective_value
CORADIX TECHNOLOGY CONSULTING,4000000
COSSETTE COMMUNICATIONS,3984937.185
NISHA TECHONOLOGIES,998332.4
WILL S TRANSFER,533779.21
HYPERACTIVE PRODUCTIONS,464269.01
ACNIELSEN COMPANY OF CANADA,433171.94
TELECOM COMPUTER SERVICES,402157.04
ST JOSEPH COMMUNICATIONS,324044.17
ENVIRONICS ANALYTICS,317709.06
CGI,313462
DELOITTE AND TOUCHE,312820.915
IDEECLIC,309907.5
CIA,305100
RJF COMMUNICATIONS,299258.6
DOLLCO PRINTING,291706.69
POLESTAR COMMUNICATIONS,288132
SOCIAL ENTERPRISE DEVELOPMENT INNOVATIONS,286056.25
HARRIS DECIMA,280353.81
HAWORTH,259317.84
CISION,253960.070000001
ERNST & YOUNG,236579.95
IPSOS-REID CORPORATION,234446.75
MICROSOFT CANADA,230410.45
DELTA PRINTING,226578.84
A NET SOLUTIONS,207344.929999999
HEWLETT PACKARD,201112.1
CREATIVE AGENCY,190682.15
WILLIAM HART,182500
THE CORPORATION OF THE COUNCIL,180833.33333333
NEWS CANADA,178771.3
BUSINESS EVENTS SOLUTIONS,176770.11
QUILLER & BLAKE ADVERTISING,175676.1
XEROX,175078.983333334
METAFORE CANADA,172515.47
ASOKAN SOLUTIONS DE BUREAU,171280.665
CARROT INSIGHTS,169500
CURRICULUM SERVICES CANADA,149830.439999999
ALINE BARNOTI,140000
ACART COMMUNICATIONS,139942.21
HAY GROUP,131919
TAG HR THE ASSOCIATES GROUP,127514.86
CISTEL TECHNOLOGY,124300
ATTAIN INSIGHT SOLUTIONS,122180.12
ROBERT HALF CANADA,122019.84
ROBERTSON & COMPANY,121689.98
PARTNERS FOR YOUTH,120500.000000001
TRICO GROUP,119696.85
ROGERS,115856.060000002
TNS CANADIAN FACTS,112810.09
CYGNOS CORPORATION,112392.5
SOCIAL RESEARCH AND DEMONSTRATION CORP,110795.25
ENTRUST,109895.119457627
THORNLEY FALLIS 76 DESIGN,105768
BRISTOL GROUP,105477.3
DELSYS RESEARCH,105217.14
NATIONAL PRINTERS,103104
1364300 ONTARIO,102312.499999999
DEBRA BROWN EXECUTIVE CONSULTING,102294
MISHKUMI TECHNOLOGIES,101912.45
N CHENEVERT-MIQUELON,100000
KONICA MINOLTA BUSINESS SOLUTIONS,95026.67
BRYMARK,93778.7
ECHELON COMMUNICATIONS,90000
NICOLE CHENEVERT-MIQUELON,87500
JUMPING ELEPHANTS,86714.63
TARGET COMMUNICATIONS,85900.225
CHRISTOPHER GILMOUR,84600
MINTO BUSINESS CENTRE,79100
HILL KNOWLTON STRATEGIES,78806.2
MIKE COMMUNICATIONS,74997.98
DONNA CONA,74919
CAKEBREAD,74633.87
ENVIRONICS RESEARCH GROUP,74548.95
INSIGHT SOFTWARE CANADA,74096.9
DYNAMIC PERSONNEL CONSULTANTS,72971.67
NEWS CANADA FIFTH STORY,72726.235
EXCEL HUMAN RESOURCES,70882.17
O/A DISTRIBUTION ACCESS,70675
OGILVIE MONTREAL,68269.4
NEWCOMP SOLUTIONS,67609.5
PAT DUNPHY,61704.25
PERSONNEL FORCE,60506.41
KABOOM COMMUNICATIONS DESIGN,58590.65
SOUND VENTURE PRODUCTIONS OTTAWA,58025.5
MARKETWIRE,56950
FERENCE WEICKER & CO,56500
ALTIS HUMAN RESOURCES,56243.94
GORDON GROUP,55545.16
LES ETUDES DE MARCHE CREATEC+,55492.5
JEFF BALCH,55360
EKOS RESEARCH ASSOCIATES,55341.75
RFP SOLUTIONS,51955.99
MANIFEST COMMUNICATIONS,50087.25
LISA FURRIE,50000
LES COMMUNICATIONS ATRIUM,50000
LUMINA IT,49968.6
ASSOCIATION OF CANADIAN COMMUNITY COLLEGES,49874
NAVPOINT CONSULTING GROUP,49855.52
RAYMOND CHABOT GRANT THORNTON,49833
SUSAN MURRAY,49720
