vendor_normalized,sum_effective_value
VERSACOM,334103.777142858
LES TRADUCTIONS HD,217555.611428574
MEDIAMISER,179681.306666668
EMOND HARNDEN,132888.008
MYRIAM AFRIAT,128170.362857142
SOUTHSIDE COMMUNICATIONS,97180
GOSS GILROY,92589.375
QUANTUM MANAGEMENT SERVICES,61679.35
CONTRACT COMMUNITY,59101.26
GONTRAN BLAIS,48966.666666666
CARLSON WAGONLIT GLOBAL TRAVEL,43414.6
ST JOSEPH PRINT GROUP,42749.783333334
COMMUNITY FOUNDATIONS,31250
CISTEL TECHNOLOGY,20114
ORACLE CANADA,18547.745
HAY GROUP,15066.666666667
CGI,12430
ADVANCED CHIPPEWA TECHNOLOGIES,12428.19
KATE MCGREGOR COMMUNICATIONS,12288.75
INSTITUTE ON GOVERNANCE,12000
EXCEL HUMAN RESOURCES,11294.35
BRENDA KEEN CONSULTING,10381.875
LAUZE GUY,8475
BRYMARK,6716.605
ALTIS HUMAN RESOURCES,6102
CNW GROUP,5085
