vendor_normalized,sum_effective_value
GILMORE REPRODUCTIONS,1030830
PROTAK CONSULTING GROUP,821231.4
ALITHYA GROUP,809080
EXCEL HUMAN RESOURCES,660958.03
CORADIX TECHNOLOGY CONSULTING,607848.470000001
QUANTUM MANAGEMENT SERVICES,508533.39
DELOITTE AND TOUCHE,474311.58
IAN MARTIN,459488.21
ITEX,452630.98
PPI MANAGEMENT,414566.68
NISHA TECHONOLOGIES,405964.75
ALITHYA,403523
BELL CANADA,394850
IROSOFT,325805.171666665
TRANS SCRIPT ENR,288403.000000002
FAIRMONT LE CHACTEAU FRONTENAC,286143.77
FAIRMONT LE CHATEAU FRONTENAC,277415
CENTRE DE FORMATION CARON,244922.25
ACOLE DE LANGUES LA CITAC,241619.9
CLA PERSONNEL,239435.395
RICOH,234437.173333333
LIONBRIDGE,234027.333333333
LES PRODUCTIONS JEAN MARC LEVASSEUR,226432.8
MARIE ST JEAN,222556.345
TRADUCTION TESSIER,221848
UNIVERSITAC SAINTE ANNE,217551.4
SAMSON ASSOCIATES,217496.75
ROSEMORR HOLDINGS,217381.8
PIERRE R GAUDET CONSULTING,213105
ESTELLE CARDIN TREMBLAY,212856.63
SOFTCHOICE,209210.34
JOSACE PELLETIER,203400
TPG TECHNOLOGY CONSULTANTS,201194
MARTYNE RIOUX,196258.4
FREEBALANCE,190584.77
LABOUR TEK PERSONNEL SEVICES,184599.32
DELO CONSULTANTS,182050
ROGERS,176361.355
TRADUCTIONS TESSIER,173250
CENTRE DE FORMATION PROFESSIONNELLE ET LINGUISTIQUE CARON,169201.68
LAZHAR FARZA,165064.75
CIA CONSEILLERS EN INFORMATIQUE DAFFAIRES,152522.81
GRAND AND TOY,148705.25
CARL BAAR,145996
CIA,141758.68
ROBERT HALF CANADA,138029.53
BROOKE DELISLE,135600
ACOLE DE LANGUE GLYNN,135600
OPEN STORAGE SOLUTIONS,133773.92
INSA,133630.63
LOUISE GAGNAC,132113
ANDRACE BRUNET,130420.05
RAINMAKER CONSULTING SERVICES,123968.0625
SOCIACTAC GAMMA,123069
MANOIR VICTORIA,122137.18
PAMELA LAHEY RYDER,120000
CHATEAU FRONTENAC,120000
CIA CONSEILLERS EN INFORMATION DAFFAIRES,119860.95
ECOLE DE LANGUES LA CITAC,113036.16
LONGO ASSOCIATES,110961.55
HARRINGTON STAFFING SERVICES,110715.1
HARRINGTON STAFFING,107421.2
CHATEAU FONTRENAC,105419.96
TRANS SCRIPT,101700
GROUPE ALITHIS,97738.85
ERNST YOUNG,97000
SAINT SULPICE HATEL MONTRACAL,95598
DELL COMPUTER,92039.29
OPENTEXT,90644.065
CANADA POST,89599.25
RIOUX MARTYNE,88705
COPEM CONSULTING,87364
MANOIR ST SAUVEUR,85420.66
FRANCINE DESJARLAIS,85258.5
THE 500 STAFFING,84192.62
GROUPE ALITHIS FORMERLY CIA CONSEILLERS EN INFORMATIQUE DAFFAIRES,83444.85
DELTA PRINTING,83333.333333332
ROSE CAM YAN,82303.95
FURLOW FINANCIAL,81360
ALENA BOUDARINA,80000
RICHARD J NEVILLE FCPA FCA,78762.6
MONIQUE RICHARD,78683
ACTION PERSONNEL OF OTTAWA HULL,78629.87
MARCEL DEGAGNAC,78043.45
JANIQUE SIMARD OUELLETTE,77499.9
ACOLE CARON,76125
SRA STAFFING SOLUTIONS,75936
FARZA LAZHAR,74580
TRANS SCRIPT ENG,74025
SELECTRUM COMMUNICATIONS,72900.82
DENSAN CONSULTANTS,70765
CHATEAU MONT SAINTE ANNE,67800
SAVOIE SECURITY ASSOCIATES INCORPORATE,67800
IAN GREEN,67675.5
INN AT THE FORKS,67348
SHARP ELECTRONICS,64956.1999999998
LEXUM,63390.52
ADVANCED BUSINESS INTERIORS,62900.81
SUZANNE OUELLET,59255
MAGDALENA GALICKA ZABLOTNI,58576.375
