vendor_normalized,sum_effective_value
49 SOLUTIONS,1470112.08
CISTEL TECHNOLOGY,1248565.46
QMR,823431.00
THE MASHA KRUPP TRANSLATION GROUP,727088.23
CGI,681029.93
THE RIGHT DOOR CONSULTING SOLUTIONS,411207.00
BDO CANADA,312275.50
TOSHIBA OF CANADA,203632.49
EXCEL HUMAN RESOURCES,201468.67
RANDSTAD,192006.78
SOCIETE GAMMA,188642.20
ASAP REPORTING SERVICES,186292.88
GARTNER,176193.87
BESC OTTAWA,155604.60
LEXISNEXIS CANADA,154462.81
NISHA TECHONOLOGIES,141452.28
MICROSOFT CANADA,134289.07
XEROX,133338.35
TEKSYSTEMS CANADA,127464.00
LIONBRIDGE,99999.00
TERAMACH TECHNOLOGIES,95116.59
PLEIAD CANADA,85871.85
THOMSON REUTERS CANADA,85199.74
CONEXSYS,80438.56
APPLIED ELECTONICS,80159.49
ASOKAN BUSINESS INTERIORS,76075.20
TRM TECHNOLOGIES,72003.60
LEXUM INFORMATIQUE JURIDIQUE,62550.14
ITEX,60712.49
COSSETTE COMMUNICATIONS,55057.49
IBM CANADA,51509.87
CANADIAN INSTITUTE FOR THE ADMINISTRATION OF JUSTICE INSTITUT CANADIEN DADMINISTRATION DE LA JUSTICE,51247.73
CSDC SYSTEMS,48850.25
EMERION,44655.34
NATIONAL APPRAISAL CONSULTANTS,43522.83
EVALUATION PERSONNEL SELECTION,42057.85
COMPUCOM CANADA,34115.66
TELUS CANADA,33718.41
AVI SPL CANADA,33539.46
MDOS CONSULTING,32955.04
ZOHO,27882.31
KI DESIGN,27031.97
ADRM TECHNOLOGY CONSULTING,26031.30
SYSTEMSCOPE,25990.00
PIERRE HAMEL,25054.97
MINDWIRE SYSTEMS,24998.99
ARTEMP PERSONNEL SERVICES,24973.00
ECOLE DE LANGUES ABCE,24897.00
COHEN HAMILTON STEGER,24814.80
THE VCAN GROUP,24814.80
SIMPLEX INDUSTRIES,24454.33
THE KNOWLEDGE TRANSFER COMPANYTKTC,23833.50
WORKPLACE SAFETY PREVENTION SERVICES,23458.00
9051 8176 QUEBEC,23100.00
ZERNAM ENTERPRISE,22862.16
BARRY MCLOUGHLIN ASSOCIATES,22035.00
VMWARE,21429.89
INFO TECH RESEARCH GROUP,18645.00
SI SYSTEMS,18034.80
THE ATTAIN GROUP,17712.76
IRON MOUNTAIN CANADA OPERATIONS,16690.17
ADVANCED BUSINESS INTERIORS,16645.15
KNOWLEDGE CIRCLE LEARNING SERVICES,16546.48
KPMG,16526.25
IPSS,15668.92
GLOBAL KNOWLEDGE NETWORK CANADA,15481.00
GAM TECHNICAL SERVICES,15040.30
WPP GROUP CANADA COMMUNICATIONS,14238.00
RYAN SMITH DESIGN ASSOCIATES,13045.85
STONEWORKS TECHNOLOGIES,12665.10
VEEAM SOFTWARE CANADA,12495.54
DYNAMIX OTTAWA,12359.40
STENOTRAN SERVICES,12161.50
TES LEADERSHIP GROUP,11441.25
ROGERS,11323.64
PHL MONARCH CONNECTION,10848.00
MONIQUE MONTGOMERY O A MON RO SALES AND MARKETING CONSULTING,10829.17
CYPHERCOR,10751.05
PITNEY BOWES,10440.31
CANADIAN INSTITUTE FOR THE ADMINISTRATION OF JUSTICE INSTITUT CANADIEN DADMINISTRATION DELA JUSTICE,10370.50
GROUPE INTERSOL GROUP,10254.75
CARY ALAN JOHNSON,10170.00
DELL COMPUTER,9851.25
ALTIS HUMAN RESOURCES,9290.53
SOFTCHOICE,9011.75
MACDOUGALL BARRY G A,9000.00
CANADIAN CORPS OF COMMISSIONAIRES,6773.36
OPTRICS,6387.81
THE KNOWLEDGE TRANSFER COMPANY TKTC,6184.00
MIKE BLOCK CONSULTING,6102.00
GEORGE STONYK,6000.00
TELFER EXECUTIVE PROGRAMS,5763.00
170963 CANADA,5484.74
INGENIUM COMMUNICATIONS,5424.00
ELIZABETH MACPHERSON,3929.57
