vendor_normalized,sum_effective_value
SIERRA SYSTEMS GROUP,1065624.50
ALTIS HUMAN RESOURCES,220297.40
FOXRED CONSULTING,182973.35
DONNA CONA,173453.57
ADRM TECHNOLOGY CONSULTING,159713.68
RANDSTAD,156878.40
MODIS CANADA,140925.79
MGIS,139976.31
COSSETTE COMMUNICATIONS,129555.94
EKOS RESEARCH ASSOCIATES,118924.18
EXCEL HUMAN RESOURCES,85426.78
NEWS CANADA,75032.00
SEEUNITY,74711.75
ACCESS 2 NETWORKS,72719.09
ZYCOM,66190.14
ADIRONDACK IN JOINT VENTURE WITH TH,53389.74
ORACLE CANADA,52705.94
VMWARE,44151.48
7792395 CANADA,41619.38
ACCURATE DESIGN COMMUNICATION,40442.32
DELL COMPUTER,39716.78
APPLIED ELECTONICS,39388.77
SOCIETE GAMMA,35305.02
CISION CANADA,32204.52
NORTHERN MICRO,31162.19
3005526 CANADA,27709.50
IRVING MITCHELL KALICHMAN,26993.27
KARL MOORE,24999.99
COLM BRANNIGAN MEDIATION,24937.50
INTERPLAY CREATIVE MEDIA,24895.31
BDO CANADA,24892.09
LONGO ASSOCIATES,24570.00
CDW CANADA,24415.06
CONTRACT COMMUNITY,23684.21
MINDWIRE SYSTEMS,23205.00
QMR,23205.00
8340854 CANADA,22995.00
FLEXEDGE TECHNOLOGIES,22894.74
GROUPE CONSEIL BAASTEL,22353.50
MENTAL HEALTH COMMISSION OF CANADA,22050.00
AZUR HUMAN RESOURCES,21636.72
GROUPE INTERSOL,21000.00
NISHA TECHONOLOGIES,20486.71
ADVITEK,16573.33
GARTNER,16435.68
BURKE CADER MEDIA STRATEGIES,16296.01
DYNAMIC PERSONNEL CONSULTANTS,13930.08
THE ASSOCIATES GROUP HUMAN RESOURCE,13125.00
PRINTERS PLUS,12753.68
SOUND VENTURE PRODUCTIONS OTTAWA,12495.00
LEXISNEXIS CANADA,12474.79
MARILYN THERIAULT,12345.25
MOORE CANADA,12016.28
MARIO GODBOUT DESIGN,11497.50
CANADIAN INSTITUTE FOR CONFLICT,10848.00
FAST FORWARD FRENCH,10602.00
THE EMOTIONAL INTELLIGENCE TRAINING,10473.75
MICRO FOCUS SOFTWARE CANADA,9637.43
THE RETIREMENT PLANNING INSTITUTE,9371.25
CONVERSART CONSULTING,8505.00
RICOH,7248.36
VEEAM,7041.99
DONNELLEY FINANCIAL SOLUTIONS,6134.08
THINKING BIG INFORMATION,5473.44
BANG THE TABLE CANADA,5250.00
MAXSYS STAFFING AND CONSULTING,5071.06
GALBRAITH COMMUNICATIONS,4876.52
CELLULE DESIGN SOUCHE CREATIVE,2531.75
CNW GROUP,1808.00
